,strikePrice,expiryDate,PE,CE
41,19000,25-Sep-2025,"{'strikePrice': 19000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025PE19000.00', 'openInterest': 16, 'changeinOpenInterest': 11, 'pchangeinOpenInterest': 220, 'totalTradedVolume': 14, 'impliedVolatility': 19.14, 'lastPrice': 64.55, 'change': -5.5, 'pChange': -7.851534618129907, 'totalBuyQuantity': 3675, 'totalSellQuantity': 675, 'bidQty': 750, 'bidprice': 64.55, 'askQty': 225, 'askPrice': 73.45, 'underlyingValue': 22508.75}","{'strikePrice': 19000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025CE19000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 225, 'totalSellQuantity': 225, 'bidQty': 225, 'bidprice': 4012, 'askQty': 225, 'askPrice': 4288.6, 'underlyingValue': 22508.75}"
42,19000,24-Dec-2025,"{'strikePrice': 19000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE19000.00', 'openInterest': 993.3333333333334, 'changeinOpenInterest': 26, 'pchangeinOpenInterest': 2.687801516195727, 'totalTradedVolume': 221, 'impliedVolatility': 19.66, 'lastPrice': 117.65, 'change': -11.549999999999983, 'pChange': -8.939628482972124, 'totalBuyQuantity': 10575, 'totalSellQuantity': 7725, 'bidQty': 75, 'bidprice': 117.55, 'askQty': 75, 'askPrice': 119, 'underlyingValue': 22508.75}","{'strikePrice': 19000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025CE19000.00', 'openInterest': 93.66666666666667, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 225, 'totalSellQuantity': 0, 'bidQty': 75, 'bidprice': 3900, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}"
43,19000,25-Jun-2026,"{'strikePrice': 19000, 'expiryDate': '25-Jun-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-06-2026PE19000.00', 'openInterest': 2.3333333333333335, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 600, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 86.2, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
44,19000,31-Dec-2026,"{'strikePrice': 19000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE19000.00', 'openInterest': 22, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 1575, 'totalSellQuantity': 0, 'bidQty': 1125, 'bidprice': 117.35, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
45,19000,24-Jun-2027,"{'strikePrice': 19000, 'expiryDate': '24-Jun-2027', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-06-2027PE19000.00', 'openInterest': 7, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 975, 'totalSellQuantity': 0, 'bidQty': 150, 'bidprice': 135.75, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
46,19000,30-Dec-2027,"{'strikePrice': 19000, 'expiryDate': '30-Dec-2027', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY30-12-2027PE19000.00', 'openInterest': 7, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 750, 'totalSellQuantity': 0, 'bidQty': 225, 'bidprice': 141, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
47,19000,29-Jun-2028,"{'strikePrice': 19000, 'expiryDate': '29-Jun-2028', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-06-2028PE19000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 146.55, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
48,19000,28-Dec-2028,"{'strikePrice': 19000, 'expiryDate': '28-Dec-2028', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-12-2028PE19000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 148.15, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
49,19000,28-Jun-2029,"{'strikePrice': 19000, 'expiryDate': '28-Jun-2029', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-06-2029PE19000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 146.95, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
50,19000,27-Dec-2029,"{'strikePrice': 19000, 'expiryDate': '27-Dec-2029', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-12-2029PE19000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 143.75, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
51,19500,24-Dec-2025,,"{'strikePrice': 19500, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025CE19500.00', 'openInterest': 16.333333333333332, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 0, 'totalSellQuantity': 0, 'bidQty': 0, 'bidprice': 0, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}"
52,20000,27-Mar-2025,"{'strikePrice': 20000, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE20000.00', 'openInterest': 35593, 'changeinOpenInterest': 745.3333333333334, 'pchangeinOpenInterest': 2.1388328247706685, 'totalTradedVolume': 13523, 'impliedVolatility': 27.24, 'lastPrice': 1, 'change': -1, 'pChange': -50, 'totalBuyQuantity': 200850, 'totalSellQuantity': 85875, 'bidQty': 16575, 'bidprice': 1, 'askQty': 75, 'askPrice': 1.25, 'underlyingValue': 22508.75}","{'strikePrice': 20000, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE20000.00', 'openInterest': 7885.333333333333, 'changeinOpenInterest': -152.33333333333334, 'pchangeinOpenInterest': -1.8952432297930577, 'totalTradedVolume': 493, 'impliedVolatility': 39.37, 'lastPrice': 2588, 'change': 150.30000000000018, 'pChange': 6.165647946835139, 'totalBuyQuantity': 10575, 'totalSellQuantity': 6150, 'bidQty': 900, 'bidprice': 2578.55, 'askQty': 75, 'askPrice': 2593.7, 'underlyingValue': 22508.75}"
53,20000,26-Jun-2025,"{'strikePrice': 20000, 'expiryDate': '26-Jun-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY26-06-2025PE20000.00', 'openInterest': 15900, 'changeinOpenInterest': 134, 'pchangeinOpenInterest': 0.8499302296080172, 'totalTradedVolume': 2926, 'impliedVolatility': 18.17, 'lastPrice': 52.65, 'change': -14.550000000000004, 'pChange': -21.651785714285722, 'totalBuyQuantity': 20775, 'totalSellQuantity': 9600, 'bidQty': 525, 'bidprice': 53.5, 'askQty': 1050, 'askPrice': 56.55, 'underlyingValue': 22508.75}","{'strikePrice': 20000, 'expiryDate': '26-Jun-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY26-06-2025CE20000.00', 'openInterest': 1569, 'changeinOpenInterest': 76, 'pchangeinOpenInterest': 5.090421969189551, 'totalTradedVolume': 269, 'impliedVolatility': 0, 'lastPrice': 2928.9, 'change': 125.05000000000018, 'pChange': 4.459939012429345, 'totalBuyQuantity': 975, 'totalSellQuantity': 1425, 'bidQty': 300, 'bidprice': 2916.9, 'askQty': 75, 'askPrice': 2936.9, 'underlyingValue': 22508.75}"
54,20000,25-Sep-2025,"{'strikePrice': 20000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025PE20000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 1800, 'totalSellQuantity': 1725, 'bidQty': 1500, 'bidprice': 80.3, 'askQty': 75, 'askPrice': 347.5, 'underlyingValue': 22508.75}","{'strikePrice': 20000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025CE20000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 0, 'totalSellQuantity': 225, 'bidQty': 0, 'bidprice': 0, 'askQty': 225, 'askPrice': 3369.5, 'underlyingValue': 22508.75}"
55,20000,24-Dec-2025,"{'strikePrice': 20000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE20000.00', 'openInterest': 4819, 'changeinOpenInterest': 64, 'pchangeinOpenInterest': 1.3459516298633019, 'totalTradedVolume': 490, 'impliedVolatility': 18.58, 'lastPrice': 187.1, 'change': -15.099999999999994, 'pChange': -7.467853610286842, 'totalBuyQuantity': 15825, 'totalSellQuantity': 15900, 'bidQty': 375, 'bidprice': 187, 'askQty': 75, 'askPrice': 189.95, 'underlyingValue': 22508.75}","{'strikePrice': 20000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025CE20000.00', 'openInterest': 654.3333333333334, 'changeinOpenInterest': 28, 'pchangeinOpenInterest': 4.470463012240553, 'totalTradedVolume': 61, 'impliedVolatility': 0, 'lastPrice': 3620.65, 'change': 121.80000000000018, 'pChange': 3.481143804392877, 'totalBuyQuantity': 375, 'totalSellQuantity': 600, 'bidQty': 75, 'bidprice': 3503.4, 'askQty': 75, 'askPrice': 3667.7, 'underlyingValue': 22508.75}"
56,20000,25-Jun-2026,"{'strikePrice': 20000, 'expiryDate': '25-Jun-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-06-2026PE20000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 975, 'totalSellQuantity': 0, 'bidQty': 750, 'bidprice': 191.9, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
57,20000,31-Dec-2026,"{'strikePrice': 20000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE20000.00', 'openInterest': 56, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 1575, 'totalSellQuantity': 150, 'bidQty': 900, 'bidprice': 229.5, 'askQty': 150, 'askPrice': 380, 'underlyingValue': 22508.75}",
58,20000,24-Jun-2027,"{'strikePrice': 20000, 'expiryDate': '24-Jun-2027', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-06-2027PE20000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 900, 'totalSellQuantity': 0, 'bidQty': 750, 'bidprice': 235.9, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
59,20000,30-Dec-2027,"{'strikePrice': 20000, 'expiryDate': '30-Dec-2027', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY30-12-2027PE20000.00', 'openInterest': 53.666666666666664, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 750, 'totalSellQuantity': 0, 'bidQty': 225, 'bidprice': 254.35, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
60,20000,29-Jun-2028,"{'strikePrice': 20000, 'expiryDate': '29-Jun-2028', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-06-2028PE20000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 244.3, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
61,20000,28-Dec-2028,"{'strikePrice': 20000, 'expiryDate': '28-Dec-2028', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-12-2028PE20000.00', 'openInterest': 11.666666666666666, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 525, 'totalSellQuantity': 150, 'bidQty': 150, 'bidprice': 248.65, 'askQty': 150, 'askPrice': 953.7, 'underlyingValue': 22508.75}",
62,20000,28-Jun-2029,"{'strikePrice': 20000, 'expiryDate': '28-Jun-2029', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-06-2029PE20000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 232.55, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
63,20000,27-Dec-2029,"{'strikePrice': 20000, 'expiryDate': '27-Dec-2029', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-12-2029PE20000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 223.2, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
64,20350,20-Mar-2025,"{'strikePrice': 20350, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025PE20350.00', 'openInterest': 77263, 'changeinOpenInterest': 22515, 'pchangeinOpenInterest': 41.12478994666472, 'totalTradedVolume': 204518, 'impliedVolatility': 39.15, 'lastPrice': 0.45, 'change': -0.49999999999999994, 'pChange': -52.63157894736842, 'totalBuyQuantity': 2693250, 'totalSellQuantity': 1334850, 'bidQty': 230550, 'bidprice': 0.45, 'askQty': 602625, 'askPrice': 0.5, 'underlyingValue': 22508.75}","{'strikePrice': 20350, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025CE20350.00', 'openInterest': 7, 'changeinOpenInterest': 1, 'pchangeinOpenInterest': 16.666666666666668, 'totalTradedVolume': 3, 'impliedVolatility': 62.38, 'lastPrice': 2200.25, 'change': 145.25, 'pChange': 7.068126520681266, 'totalBuyQuantity': 6300, 'totalSellQuantity': 5175, 'bidQty': 1125, 'bidprice': 2151.75, 'askQty': 150, 'askPrice': 2202.95, 'underlyingValue': 22508.75}"
65,20350,27-Mar-2025,"{'strikePrice': 20350, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE20350.00', 'openInterest': 8240, 'changeinOpenInterest': 6625, 'pchangeinOpenInterest': 410.21671826625385, 'totalTradedVolume': 12060, 'impliedVolatility': 24.81, 'lastPrice': 1.6, 'change': -0.6000000000000001, 'pChange': -27.272727272727277, 'totalBuyQuantity': 264300, 'totalSellQuantity': 39675, 'bidQty': 36825, 'bidprice': 1.6, 'askQty': 12375, 'askPrice': 1.65, 'underlyingValue': 22508.75}","{'strikePrice': 20350, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE20350.00', 'openInterest': 7, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5325, 'totalSellQuantity': 3525, 'bidQty': 1725, 'bidprice': 2014.35, 'askQty': 1725, 'askPrice': 2396.4, 'underlyingValue': 22508.75}"
66,20350,03-Apr-2025,"{'strikePrice': 20350, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025PE20350.00', 'openInterest': 301, 'changeinOpenInterest': 72, 'pchangeinOpenInterest': 31.441048034934497, 'totalTradedVolume': 438, 'impliedVolatility': 20.56, 'lastPrice': 2.65, 'change': -2.5000000000000004, 'pChange': -48.54368932038835, 'totalBuyQuantity': 25425, 'totalSellQuantity': 7425, 'bidQty': 1800, 'bidprice': 2.6, 'askQty': 300, 'askPrice': 3.3, 'underlyingValue': 22508.75}","{'strikePrice': 20350, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025CE20350.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3450, 'totalSellQuantity': 3450, 'bidQty': 1725, 'bidprice': 1968.5, 'askQty': 1725, 'askPrice': 2443.35, 'underlyingValue': 22508.75}"
67,20350,24-Apr-2025,"{'strikePrice': 20350, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE20350.00', 'openInterest': 874, 'changeinOpenInterest': 102, 'pchangeinOpenInterest': 13.212435233160623, 'totalTradedVolume': 735, 'impliedVolatility': 18.71, 'lastPrice': 16.25, 'change': -6.699999999999999, 'pChange': -29.193899782135073, 'totalBuyQuantity': 14925, 'totalSellQuantity': 12525, 'bidQty': 75, 'bidprice': 15.5, 'askQty': 1200, 'askPrice': 16.25, 'underlyingValue': 22508.75}","{'strikePrice': 20350, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE20350.00', 'openInterest': 20, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7425, 'totalSellQuantity': 7125, 'bidQty': 150, 'bidprice': 2334.6, 'askQty': 75, 'askPrice': 2431.25, 'underlyingValue': 22508.75}"
68,20350,29-May-2025,"{'strikePrice': 20350, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025PE20350.00', 'openInterest': 46, 'changeinOpenInterest': 17, 'pchangeinOpenInterest': 58.62068965517241, 'totalTradedVolume': 43, 'impliedVolatility': 17.1, 'lastPrice': 39.05, 'change': -15.5, 'pChange': -28.41429880843263, 'totalBuyQuantity': 3150, 'totalSellQuantity': 1875, 'bidQty': 225, 'bidprice': 38.8, 'askQty': 600, 'askPrice': 41, 'underlyingValue': 22508.75}","{'strikePrice': 20350, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025CE20350.00', 'openInterest': 3, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3750, 'totalSellQuantity': 3750, 'bidQty': 225, 'bidprice': 2342.2, 'askQty': 225, 'askPrice': 2585.5, 'underlyingValue': 22508.75}"
69,20400,20-Mar-2025,"{'strikePrice': 20400, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025PE20400.00', 'openInterest': 32353, 'changeinOpenInterest': 16685, 'pchangeinOpenInterest': 106.49093694153689, 'totalTradedVolume': 134575, 'impliedVolatility': 38.66, 'lastPrice': 0.5, 'change': -0.55, 'pChange': -52.38095238095239, 'totalBuyQuantity': 979875, 'totalSellQuantity': 481275, 'bidQty': 310200, 'bidprice': 0.45, 'askQty': 196425, 'askPrice': 0.5, 'underlyingValue': 22508.75}","{'strikePrice': 20400, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025CE20400.00', 'openInterest': 9, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6075, 'totalSellQuantity': 6075, 'bidQty': 1125, 'bidprice': 2057.65, 'askQty': 1125, 'askPrice': 2229.5, 'underlyingValue': 22508.75}"
70,20400,27-Mar-2025,"{'strikePrice': 20400, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE20400.00', 'openInterest': 2472, 'changeinOpenInterest': 794, 'pchangeinOpenInterest': 47.31823599523242, 'totalTradedVolume': 3199, 'impliedVolatility': 24.45, 'lastPrice': 1.75, 'change': -0.75, 'pChange': -30, 'totalBuyQuantity': 335700, 'totalSellQuantity': 14400, 'bidQty': 750, 'bidprice': 1.75, 'askQty': 300, 'askPrice': 2.5, 'underlyingValue': 22508.75}","{'strikePrice': 20400, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE20400.00', 'openInterest': 8, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 2, 'impliedVolatility': 36.02, 'lastPrice': 2195.45, 'change': -2.400000000000091, 'pChange': -0.10919762495166145, 'totalBuyQuantity': 6225, 'totalSellQuantity': 7050, 'bidQty': 675, 'bidprice': 2178.6, 'askQty': 750, 'askPrice': 2248.8, 'underlyingValue': 22508.75}"
71,20400,03-Apr-2025,"{'strikePrice': 20400, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025PE20400.00', 'openInterest': 264, 'changeinOpenInterest': 184, 'pchangeinOpenInterest': 230, 'totalTradedVolume': 281, 'impliedVolatility': 20.61, 'lastPrice': 3.25, 'change': -2.05, 'pChange': -38.679245283018865, 'totalBuyQuantity': 14925, 'totalSellQuantity': 1800, 'bidQty': 450, 'bidprice': 3.25, 'askQty': 300, 'askPrice': 3.85, 'underlyingValue': 22508.75}","{'strikePrice': 20400, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025CE20400.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3450, 'totalSellQuantity': 3450, 'bidQty': 1725, 'bidprice': 1921.8, 'askQty': 1725, 'askPrice': 2391.95, 'underlyingValue': 22508.75}"
